d83fa551-8030-416a-b443-306aef06a5d2,virtual-machines-windows,标准,D 系列,D14
c2d0eb2a-4dce-4a55-abc5-1222c87f8e35,,,,
e41c0dc6-9337-49a0-88a8-68df68c0b6b5,virtual-machines-windows,标准,A 系列,A1
f88737c3-4061-458c-87e3-619ccacd6913,virtual-machines-linux,标准,A 系列,A6
5261a49e-27cc-4b42-b264-15e332882525,virtual-machines-windows,基本,default,A2
72d57d4e-5857-4844-9ecd-b55f0cbceb3e,virtual-machines-linux,标准,A 系列,A3
ff39f4c3-d935-460c-a1a4-a4937d202bb3,virtual-machines-windows,标准,F 系列,F16
ceec0284-39ba-4ec8-98ed-09630ba1b1e2,,,,
a4daffb4-96f4-4fc5-b1e6-fd3a2cf3595e,,,,
f4e24103-a699-428a-9292-e0ec5e5954a5,,,,
b2482850-4201-4948-a0b6-c60a0cb5ea6b,virtual-machines-linux,标准, ,D2 v2
239dcfa7-e1e8-4ee4-bbd7-d91febf6fb9e,virtual-machines-linux,标准,D 系列,D13
555f9d0b-d8ee-495a-8095-d849adfb9185,virtual-machines-windows,标准,D 系列,D14
0fb61242-a7bb-47a5-916f-f4e55b1f6bf1,,,,
1a5fcde5-b828-423d-b1f1-1ce5f358d119,virtual-machines-linux,标准,A 系列,A4
84801b67-0e31-47c3-8730-7c73b304406e,virtual-machines-linux,标准,F 系列,F16
be54b003-d5e2-42ed-b929-df343b52a725,virtual-machines-linux,标准,Dv2 系列,D14 v2
28bd4017-f91c-4023-a580-2279ec2b7f5a,,,,
4d6302b1-a3cd-49c7-96bb-09bc268b59ee,virtual-machines-linux,标准,Dv2 系列,D13 v2
05c21a8b-3f84-4579-b799-f9fc9d23d6d8,virtual-machines-linux,标准,A 系列,A5
c90d9636-9fe2-415a-abe1-4456bbbc84fb,,,,
30c0ff35-bdc0-4eb8-84c6-57dabf875c41,virtual-machines-linux,标准, ,D4 v2
2136107b-7134-48db-b06a-76cb190fbaf7,virtual-machines-linux,标准,A 系列,A1
077a07bb-20f8-4bc6-b596-ab7211a1e247,,,,
7fbb6997-1165-4148-b611-82e89f28a401,virtual-machines-windows,标准,A 系列,A6
159d10d0-844e-470c-906d-3b4a394f1049,virtual-machines-linux,标准, ,D2 v2
9743abf5-55ee-432f-8799-60d975d11121,virtual-machines-windows,标准,A 系列,A0
2b5301db-cace-4548-89e2-321c35a3f796,virtual-machines-linux,标准, ,D3 v2
4c35e681-ab07-4484-8a18-1df63da194ab,virtual-machines-linux,标准, ,D5 v2
8f80e861-a0df-4ab9-8218-876cedc26e48,virtual-machines-linux,标准,D 系列,D1
d2bf5530-dfa6-4ea1-bfd7-0c889b9ba21d,virtual-machines-linux,标准,A 系列,A0
5ff9758a-880b-42c1-aa9e-7258aa2fe871,virtual-machines-windows,标准,A 系列,A7
e5d42d36-8381-46bf-8889-e98c2d385ceb,,,,
ae206ce7-d994-453e-acde-9ceb1a464316,virtual-machines-windows,标准,Dv2 系列,D12 v2
1b13e0e9-cb9a-4e48-8974-afc03809b962,virtual-machines-linux,标准,Dv2 系列,D12 v2
c466cf23-472d-40b7-a468-e909db972adf,virtual-machines-linux,标准, ,D4 v2
998be4ed-5c70-4b93-b9f9-49faf62db33e,virtual-machines-windows,基本,default,A1
f3e04e3e-3793-4659-9ebc-2d95394dc1fd,virtual-machines-windows,标准,A 系列,A6
0963ca7a-d6bf-405b-bbfe-bb7fc7820dd4,virtual-machines-linux,标准,D 系列,D12
569cb4a6-dde3-404a-9804-4f2db0e14efb,,,,
768ff130-a8a1-49c1-9506-fe3fe5b29051,,,,
65249eea-64ec-45b7-b79e-e587786ead80,,,,
47c22427-4176-4a1f-834e-1e062eade4f7,virtual-machines-windows,标准,F 系列,F16
d8524e6d-ae3b-4e62-9efb-8680f5fe9665,virtual-machines-linux,标准,A 系列,A5
f5f7cd8f-cfc5-40ee-9970-a9515f652425,virtual-machines-windows,标准,D 系列,D14
7669960c-6891-4f31-8fa0-73ab6240b00c,virtual-machines-windows,标准,A 系列,A1
724638cb-e35a-4b8d-9ca6-6cd62c1ef85a,virtual-machines-windows,标准, ,D3 v2
43ce52fb-323c-443c-bda1-ca24113c3b87,virtual-machines-windows,标准,A 系列,A6
11a97f50-b7c6-4c2e-a617-853d0b594647,,,,
7a266977-c0fd-4f65-b138-2375d3231248,virtual-machines-linux,标准,F 系列,F4
c7e1cc89-b081-4af0-a4ad-0a24ea844b30,,,,
7aa45772-2ce3-4dd7-8f2f-55cde9ac8480,,,,
8fa458b8-de14-45a5-bc69-e556412015ea,virtual-machines-windows,基本,default,A4
639b92f4-c4ea-4035-8e67-ecf6870e978d,virtual-machines-windows,标准,A 系列,A7
6df0c453-cd7d-409a-92d1-6545c6718a34,,,,
fcb7241e-f62f-4386-9a24-08ac0023fc26,virtual-machines-windows,标准,A 系列,A4
e30c1c9a-5d8e-4990-a8f4-83643df9244f,,,,
b4d6b97c-0802-41b0-a0a8-57a2b9bab531,virtual-machines-windows,基本,default,A1
f6e37af5-c02f-4db4-a45c-937a00a576dd,virtual-machines-linux,基本,default,A0
a1a0f3fb-b281-41a4-b3f9-d559aab9ab8b,virtual-machines-linux,标准,D 系列,D11
2478ad4d-37cf-400e-a3d2-857871312862,,,,
6cb34eff-ee22-491d-9c0c-d7b2aebad064,,,,
6b3a9225-8c08-4454-975d-d8a5abba5a8d,virtual-machines-windows,标准,A 系列,A4
291e48a8-43c0-433e-8902-ab7e947b7e21,,,,
eb25747d-ddd3-4a0b-aae5-52ee0deb4ccf,virtual-machines-windows,标准,F 系列,F1
e847e487-74c1-48c7-a0e1-05bc7243ccd0,virtual-machines-linux,标准,A 系列,A7
0d9ace5a-ca46-4ea2-8c16-404ab1764e8a,virtual-machines-windows,标准,D 系列,D1
8ab06071-5c92-4d9d-a5bb-bd438c6c39f3,virtual-machines-windows,标准,F 系列,F8
646add9b-8369-47a0-b578-29dfd1429881,,,,
632836ce-f431-4f04-a290-4cb47f2f19e3,virtual-machines-linux,基本,default,A3
c3e1bf4c-ac07-4d63-a599-dfaf0637fa18,,,,
02302486-8064-4349-ad71-481cec3225fe,,,,
238b0711-0f76-445d-ab54-885555bbc34e,,,,
618c2709-f53d-45fe-9bb3-3cacb9306593,virtual-machines-windows,标准,F 系列,F8
551f6baa-4ecc-4475-af6e-948e27037599,virtual-machines-linux,标准,A 系列,A0
a63a874c-01c4-4596-b12a-4979045f1a2e,virtual-machines-windows,基本,default,A4
c91b8d40-52be-4cce-a47c-045a2d1aaf22,virtual-machines-linux,标准,D 系列,D3
cc09ac2c-be1f-4e35-827a-96dcd05b90ad,virtual-machines-windows,标准,F 系列,F8
51d156bc-f191-4fcf-8baa-af606a472ad8,virtual-machines-linux,标准,A 系列,A5
496f6a33-2a05-4598-9b9b-3ee7ecc9b75f,,,,
079e188f-4fce-4be6-bd40-7d3ac989ce96,,,,
04bf956c-6f30-4b04-8b1b-8618253e7ba2,virtual-machines-windows,标准, ,D5 v2
76a7f3e1-f0eb-476e-bf38-5c92e9d409bf,virtual-machines-linux,标准, ,D5 v2
3b9240b0-4e45-4aec-a7d2-b87dfda3d0b0,virtual-machines-windows,标准, ,D3 v2
cb901e02-76a8-4476-86a4-12d7c183a79b,,,,
d0092912-446e-4335-ac3b-d215e072d5ad,virtual-machines-linux,基本,default,A0
5aba95bf-b053-4a9f-b019-c3c599a13819,,,,
8dd19c05-21f6-4a09-99ca-c82fc6faa225,virtual-machines-windows,基本,default,A3
6c1463e2-dd5c-4e14-8f74-da3eac607c01,virtual-machines-windows,基本,default,A1
d2da929c-6b2c-4313-8ef3-65319f885e9a,,,,
3a59540c-88f4-4ea3-aced-5a476baa3836,virtual-machines-linux,标准,D 系列,D4
2f58bb04-d4fe-4afc-9086-97846ba0daff,virtual-machines-windows,标准,F 系列,F8
5d206533-7f66-4c62-89b2-dd92c43daf14,virtual-machines-linux,标准,F 系列,F16
059357b5-2f0f-437f-997f-9054f44520fa,virtual-machines-windows,标准,Dv2 系列,D13 v2
42059891-1d2a-4425-9293-f503f48e13df,virtual-machines-windows,标准,D 系列,D14
8125b3ec-157f-4cfa-96a2-0f7a8fb05e38,,,,
becfbc59-4b04-422b-9308-0062f1e236b0,,,,
11aaad05-cf0e-4d33-ad13-ce376bd4c1f5,virtual-machines-windows,基本,default,A0
eef460a9-fb57-4544-9d64-2589f6278953,,,,
7fdeb1d1-db22-4df8-95de-9a1072882f79,virtual-machines-windows,标准,A 系列,A3
d02ca60b-c5ee-4bb2-af44-8d0ed8ff8b61,virtual-machines-linux,标准,A 系列,A2
31d26cf4-bd62-4eb1-9ab0-0c09b613ab43,,,,
309fa474-1d68-4040-8576-fa886a0d0764,virtual-machines-linux,标准,A 系列,A6
eee0c5a6-370d-4b65-b095-f916c24fe093,virtual-machines-windows,标准,Dv2 系列,D11 v2
607fba6a-151a-4fec-b008-86475a70eed9,,,,
5867cf7e-d31a-4d38-9369-1b88c65942fa,virtual-machines-linux,基本,default,A4
bba78a10-6f7f-4971-92f4-352e0ffb4d9c,,,,
8c26e7de-f781-42ba-8fc9-3a249b99da5b,virtual-machines-windows,基本,default,A2
de3b79d6-f52a-49e7-9fd3-4acf364484a3,virtual-machines-windows,基本,default,A3
bb89a866-4e0b-472f-91bf-66511c6f79e7,virtual-machines-linux,标准,Dv2 系列,D15 v2
415d5d90-3599-4c7d-977a-7c60f23cde4c,virtual-machines-windows,标准,F 系列,F16
38d1a005-1f82-458c-a63b-499a01fc8fb1,virtual-machines-windows,标准,A 系列,A3
df42b215-29f6-4882-995b-3a975ff893b9,virtual-machines-windows,基本,default,A3
17dc5e9c-c71e-46f8-9e9b-895adf6e779d,virtual-machines-windows,标准,D 系列,D2
ef41e258-9080-4d81-9f5f-493b6a8849cc,virtual-machines-linux,标准,D 系列,D3
f6d8cdbe-efbb-42f0-bac0-91e5435137b9,virtual-machines-windows,标准,D 系列,D11
7b32f9cc-adea-4a5b-9543-af9bc424db96,virtual-machines-linux,标准, ,D5 v2
4bd52b17-d56b-43ad-82ea-37171a8505b8,virtual-machines-windows,标准,Dv2 系列,D12 v2
aed1b84c-9d7b-4dda-8af3-41effd68944c,virtual-machines-windows,标准,A 系列,A2
464fea94-ddd6-4ce7-9523-e32113a366ba,virtual-machines-linux,标准,A 系列,A2
1f4a272b-d9ac-400b-9b2c-767376072eb2,,,,
f6fce07e-0b4a-42d8-af6d-169b25e2369e,virtual-machines-linux,标准,A 系列,A2
3aadb034-eb61-4a64-bd4f-ec2f8586825a,virtual-machines-windows,标准,D 系列,D13
d2eaa8a2-4653-452a-b783-3e7e49065efc,virtual-machines-linux,标准, ,D1 v2
e4655a1a-8f3d-429e-934c-cc10e57bed17,virtual-machines-windows,标准,F 系列,F16
d6338131-4b38-496d-b847-1e6bcba1c4af,virtual-machines-windows,标准,F 系列,F1
deafcd05-71a2-4a0b-82de-a06b60b4083d,virtual-machines-linux,标准,Dv2 系列,D14 v2
f89fad18-7dc5-46aa-9f05-7167ae5b8b2b,virtual-machines-windows,标准,A 系列,A2
a1ae9dde-e6bc-4a25-ac86-ea560eabb420,virtual-machines-windows,标准,Dv2 系列,D14 v2
007b274b-ac6f-4c94-96ba-87a7452c2460,virtual-machines-linux,标准,F 系列,F4
d5709be3-2b12-44b9-acc7-a124a08f5291,virtual-machines-windows,标准,A 系列,A6
6b2631b5-c9a4-41e5-aac6-415b558555c1,virtual-machines-linux,标准,D 系列,D13
5a5965bc-25bb-4614-a6c8-dd7b0acbe068,virtual-machines-windows,标准,D 系列,D4
8912906e-abec-4934-943a-2ab3042056a3,virtual-machines-linux,基本,default,A1
2242dced-d6c2-48be-a940-d8096871d831,virtual-machines-windows,标准,A 系列,A6
28713411-97ea-4a36-8fb3-82ff0d600fec,,,,
5299df59-f8c8-48d6-bc8f-7a6d38e6fcf7,virtual-machines-windows,标准,F 系列,F2
799827a0-dc0e-40b8-bb4e-ec6628d71371,,,,
88082622-24c3-4ef4-9111-09703b472ce4,virtual-machines-windows,标准,D 系列,D4
f671d38e-9134-4482-8e7d-c9c242289d23,virtual-machines-linux,标准,A 系列,A3
b6243603-b03b-4f0d-95cb-e511e67fd730,virtual-machines-linux,基本,default,A3
53ef88d2-4e29-4b8a-a574-16288e717fe3,,,,
e7346faa-5b57-4b7a-bf58-c5602ee6272a,virtual-machines-linux,标准,A 系列,A2
96a51c45-febf-467a-a35a-d9dff3bfe97f,virtual-machines-windows,基本,default,A0
ce3db30e-106e-4216-8dc5-35dec6490d40,virtual-machines-windows,标准,A 系列,A5
0703a687-2907-45a1-bfaf-d59c91497313,virtual-machines-linux,标准,D 系列,D12
e596f669-89c2-4b64-8d55-ff43f91ec709,virtual-machines-linux,标准,F 系列,F4
14624711-b4f4-492a-8fe3-3bd06089194e,virtual-machines-windows,标准,A 系列,A7
2c6fb36e-37a8-459f-b7c0-6c03c6e43520,virtual-machines-linux,基本,default,A3
6c87c094-296e-4056-854a-6f1e5556ca91,virtual-machines-linux,标准, ,D4 v2
fbd0e8e2-a150-43c7-b34b-2352c0daa4d2,virtual-machines-linux,标准,D 系列,D2
8e88ecd8-08be-4a61-a58d-6740db64eb31,virtual-machines-linux,标准,Dv2 系列,D14 v2
b13ef59b-e50e-473d-a970-d78dee33cdea,virtual-machines-linux,标准, ,D4 v2
f431c85b-7443-48a1-97d9-6932e1c050c4,virtual-machines-windows,标准, ,D1 v2
d3e157bd-dc46-44eb-9eed-8c257601e800,,,,
f370c0a2-57ce-45bf-a0f5-aab6c0a005bc,,,,
385a6b7c-bf3c-4787-a9b0-f97c0180537a,virtual-machines-linux,标准,F 系列,F4
4b68ed41-45bd-4a1c-adca-924de4c9ca72,virtual-machines-windows,标准,A 系列,A4
9c6a0e21-61fe-42db-80be-a05863ceb840,,,,
cd4dde62-93d3-4c88-a041-7b392216c326,virtual-machines-linux,标准,D 系列,D3
0008ac09-705a-431e-b9c7-026746cb920a,virtual-machines-linux,基本,default,A2
4a777324-6223-422b-b1c6-3b1cc102389e,virtual-machines-windows,标准,A 系列,A1
ccdc31bd-f411-4c90-9293-8bbdfc6e3111,virtual-machines-linux,标准,A 系列,A6
8481cae4-6889-4bd7-8124-11a462a15a9a,,,,
a6b4f30c-ffc9-4758-9206-fa7ac2c6af14,virtual-machines-linux,标准,Dv2 系列,D14 v2
095a0e8e-090f-43c4-b319-b207603db22c,virtual-machines-linux,标准,D 系列,D14
6f07483a-ff01-40b1-baac-ce7768104392,virtual-machines-linux,标准,A 系列,A7
ec641281-7efc-48f2-8d1f-88ae77dc3f7e,virtual-machines-windows,标准,Dv2 系列,D15 v2
346f99fb-00bf-4ecb-a36c-cf2f9f6fef0b,virtual-machines-linux,标准,Dv2 系列,D11 v2
03479309-ca46-458a-b040-d7124c20c927,,,,
33e0e9a4-f3c7-4085-9c61-116c18aeea46,virtual-machines-windows,标准,Dv2 系列,D11 v2
bbed5eb4-5f11-4a2a-bb02-9c3f1b2d2ac2,virtual-machines-linux,标准,A 系列,A6
ff697d73-39e0-43e0-bf67-79648ce16355,,,,
787db389-df81-4d1d-ae40-6ce34bdfb9b1,,,,
8fc2ae27-7eea-43ff-95d7-497e08a4c219,,,,
bd9d3bf9-714d-4b09-8980-68dcfef157ff,virtual-machines-windows,标准, ,D5 v2
445730ae-7795-4a85-b2e5-b6e3f6f90ff6,virtual-machines-linux,标准,D 系列,D12
658d854c-925a-4347-aeef-c3a5c4f55842,virtual-machines-windows,标准, ,D5 v2
d619a803-dff1-4e17-917d-f2e68137356e,virtual-machines-windows,标准,Dv2 系列,D12 v2
ae6a7452-2e45-4343-8fbb-b8cb674dcabb,virtual-machines-linux,标准,A 系列,A4
ceb8e318-0ef5-4b92-9431-ab5f48363646,virtual-machines-windows,标准, ,D1 v2
9a8fcc65-d42a-4a8b-b6e7-13c88cc80344,virtual-machines-linux,标准, ,D1 v2
e52330dc-6af8-4607-a779-fedaa080032b,,,,
3fd455c8-e35b-4a2c-95a1-a0afd782a77c,,,,
f822ac61-b912-4e5f-94aa-d70659eaddd7,virtual-machines-windows,标准,F 系列,F1
eb7f2382-4eb3-4711-9e5f-7f29f9174187,,,,
55382455-ba6b-4f92-9c65-92b9194f3ef3,virtual-machines-linux,标准,A 系列,A7
d1e046dd-bca5-4325-aba8-3d9eabeb0566,virtual-machines-linux,标准,Dv2 系列,D13 v2
b1251d25-5792-433b-af2f-cd7bdf7c70da,virtual-machines-linux,标准, ,D2 v2
8347857f-83b1-42b0-9e28-190e839bf069,virtual-machines-linux,基本,default,A0
ebc3ef62-78fc-4eea-a9b4-17b7ad783b79,virtual-machines-linux,标准,Dv2 系列,D12 v2
cd7b6e87-0802-44cc-a83d-50abf17b92a5,virtual-machines-linux,标准,Dv2 系列,D13 v2
f2d0e4d6-cc5f-44cd-bce0-2198d7b00225,,,,
6ab58869-fe7d-472d-bd57-1b1f812b4e1b,virtual-machines-windows,标准,Dv2 系列,D13 v2
5e2c99fe-dff1-468e-a5f9-3a2f6fec0dd9,virtual-machines-linux,基本,default,A3
2005544f-659d-49c9-9094-8e0aea1be3a5,virtual-machines-windows,标准,A 系列,A1
7558d537-4fbd-40e6-ad58-dea0dc0fd45a,virtual-machines-linux,基本,default,A1
12699064-6912-437d-8cf7-9a50364cfb1d,,,,
b4e5dace-9cd4-4167-8b74-c207f6bef9d6,virtual-machines-linux,标准,F 系列,F4
bd18f5bc-0409-4e7b-bcd8-f613082ceceb,,,,
0bb1b5d9-f07b-42b2-83c0-302125cffa43,virtual-machines-windows,基本,default,A4
94ae4f63-5c28-4119-b2af-6474c2079336,virtual-machines-windows,标准,D 系列,D3
20ae4ba2-14cb-4f1f-8b25-1d730ecace14,,,,
aa7039ea-f973-4adf-a642-898fb6fcf81a,virtual-machines-windows,标准,Dv2 系列,D13 v2
2073dab8-6491-429a-bb8b-32fd566c0b4a,virtual-machines-windows,标准,F 系列,F16
599138b6-12b5-4f39-a559-aeeb993b7191,virtual-machines-windows,基本,default,A3
7ba85e3b-1ad1-4d97-9379-23d23bb79d23,virtual-machines-windows,基本,default,A3
cfa45c60-93c6-468d-944e-b5b633191c77,virtual-machines-linux,标准,A 系列,A3
c759cc13-babe-401d-a6c6-470abaf16baa,,,,
fe776f52-193e-488e-a411-c68ca5982410,virtual-machines-windows,标准, ,D5 v2
65e5ed4f-33b8-4350-9d99-4fc4af892aa6,virtual-machines-linux,标准, ,D5 v2
f45b4061-88cd-49c9-a214-c144d30ccfe3,virtual-machines-linux,基本,default,A3
03ac6ab9-fdc9-4bae-9c19-70013c387633,virtual-machines-linux,标准,A 系列,A3
bdf5b6e5-6d0d-4b87-b82f-2ebd3a1beeaf,virtual-machines-linux,标准,F 系列,F8
e129d70a-be93-44d0-a4e7-b5e157f2e429,virtual-machines-linux,基本,default,A2
5c54154b-efc5-44d3-b55c-51cd4b08d710,,,,
b4e18f39-951a-464c-9203-81ea93b6694f,,,,
8ccf8ab0-c786-41df-87e3-ca6923be8f66,virtual-machines-linux,基本,default,A3
cea84742-b76f-47e8-b854-02aa86fc275f,virtual-machines-windows,标准,F 系列,F16
d8771d5f-8360-4935-8687-9dd153ef427e,,,,
5b58638e-0b79-4774-bddf-d8debdcc44f1,virtual-machines-linux,标准,A 系列,A3
10a04b1f-1cf2-45ce-a1da-9cd91abfccfc,virtual-machines-windows,标准, ,D2 v2
7290d796-0e84-45f1-b037-b2ce4fb25fe0,virtual-machines-linux,标准,F 系列,F2
49dd9dcd-b341-4710-b8b3-d14ff83e651f,virtual-machines-windows,标准,A 系列,A4
771dd126-34e4-4dc0-8c91-8faa34e34e52,virtual-machines-windows,标准,A 系列,A3
6f762412-3ba1-4ac8-8b2f-32d111882305,virtual-machines-linux,标准,F 系列,F1
78c9ed18-2cc5-45bc-a403-59aef71fe88b,virtual-machines-windows,标准,Dv2 系列,D15 v2
31a2d97c-4315-45c0-95fb-66d6439bdcad,,,,
65bed0bc-772d-4674-8c59-fb2408c05d22,,,,
18868a19-db6a-411e-9810-d337d44c66bd,virtual-machines-windows,标准, ,D5 v2
981a258b-c47a-49e4-8e7f-a3d92afb5c22,virtual-machines-linux,基本,default,A1
0cc85319-fada-4585-a280-15b4a788dbff,virtual-machines-windows,基本,default,A3
b6bc798b-dadd-42a6-9848-ac13e9c71309,virtual-machines-windows,标准,A 系列,A4
4ac600d0-3006-40c7-bef8-5881c6d7ca50,virtual-machines-windows,标准,Dv2 系列,D14 v2
4b8b8092-a2d7-4785-9b9f-76104f4c7269,,,,
0c08e14e-5687-4be8-8f6b-99f1f9160acc,virtual-machines-linux,标准,A 系列,A4
7aed6dca-0b30-4409-8f3a-b68eff473afb,,,,
d7d527f5-3312-4052-be4f-fbbdde8ab1bd,,,,
8b37732d-dd06-4cd5-b09d-cb829fecb879,virtual-machines-windows,基本,default,A3
7e9ec9bd-045f-4540-b918-bd5f848fa88f,virtual-machines-linux,基本,default,A4
1d9f1d7d-54d8-46e7-9e90-cfe4806d819e,,,,
cb6296b3-56f6-4af3-931d-5ed6eefec223,virtual-machines-windows,标准,A 系列,A0
09a0f91c-3ccb-4a6e-a7bc-61c0781eb6d2,virtual-machines-windows,标准, ,D5 v2
5467c7cb-951a-4218-8bb1-f656115176cb,virtual-machines-linux,标准,A 系列,A5
6591d320-03de-4f7b-a954-5ae2a562bb61,virtual-machines-linux,标准,D 系列,D14
6f81b6bb-6985-45e4-ad4c-422e6ec802f3,virtual-machines-linux,标准,A 系列,A2
9faaaee9-161a-404e-83af-5ff317d66375,,,,
8920a12c-c242-4fec-93c9-97ffd4797e96,virtual-machines-linux,标准,F 系列,F1
c5a93026-0905-44a9-8b52-06928b77cb3a,virtual-machines-windows,标准,F 系列,F8
f4f8600c-19fe-406f-8d22-b55c43456835,virtual-machines-windows,标准,F 系列,F16
5dae9203-a8b1-455e-b81d-9f3cbbb091e7,virtual-machines-linux,基本,default,A0
82faf9a1-6171-47c4-9919-f317717be4d8,,,,
4fe80b67-66f2-4fec-b281-22019bd6a8f2,,,,
05ef7219-1ceb-451e-b1d8-27bf373addd6,virtual-machines-linux,标准,D 系列,D3
e0e613e6-6659-4ddc-bc52-aba87401b461,virtual-machines-linux,标准,F 系列,F2
cdb250c1-4706-49e0-93f4-941a627bde51,virtual-machines-windows,标准, ,D5 v2
f2c1805d-d937-46a2-aee6-66e441144021,virtual-machines-linux,标准,A 系列,A3
cfc25816-35ce-411e-9b62-a181b3f84653,virtual-machines-windows,标准,F 系列,F4
57063526-33ad-47fb-b2bc-a0c0a07e2928,virtual-machines-linux,标准,A 系列,A2
a103733a-0fc9-4c8c-b49c-5024f2441d8e,,,,
e9e6a774-4e00-4f33-91df-06eae1e584c2,virtual-machines-windows,标准,A 系列,A5
02124380-8638-4b50-a284-bc93cc236d93,virtual-machines-windows,标准,A 系列,A1
a808d9f0-4c85-45d1-a72d-dec03c281a34,virtual-machines-linux,基本,default,A1
058535f3-e927-4143-9b39-4e9ec2bcc825,virtual-machines-linux,标准,D 系列,D11
d5a81ebd-6435-4b0f-9ab1-6c0d0dd6eed0,virtual-machines-linux,标准, ,D2 v2
4fc3d1e4-fd5e-43ac-b513-0be15f419422,virtual-machines-linux,标准,F 系列,F8
ba02ee99-0e56-4a65-a96d-9510cf31781b,,,,
e9617b6e-9905-40f9-bb14-f766f2626606,,,,
98903c93-47eb-4bb2-9784-cbb960ae94ca,virtual-machines-linux,标准,A 系列,A4
90ecccf0-21c6-495b-8ed6-add41ca88831,virtual-machines-linux,标准, ,D4 v2
d15cb650-ed16-4a9c-8dcc-08a9f8cf862b,virtual-machines-linux,标准,A 系列,A3
4e7337c6-6316-4a5a-a2fe-3828e1e4ce6f,virtual-machines-windows,标准, ,D4 v2
8cd2172b-a05b-451f-ac39-0b485ef652db,virtual-machines-linux,基本,default,A0
87dcff9d-fd2a-467c-8f6a-5e7f452bbdca,virtual-machines-linux,标准, ,D2 v2
08823a7e-28ed-41f4-bccf-31db018890f2,virtual-machines-linux,标准,A 系列,A4
505283ff-c0ef-44f1-b16e-6d826d8a9e0e,virtual-machines-linux,标准, ,D1 v2
b07baa29-b855-414a-8532-fc85e9cf5e80,virtual-machines-linux,标准,D 系列,D4
5cd2167b-a6ad-4fda-9073-c70427a89a58,virtual-machines-linux,标准,F 系列,F8
0d21c63f-67c2-4e58-a68b-3157271b7e1a,virtual-machines-linux,标准,D 系列,D13
6fea4f21-ab0f-4fcd-a1c6-30498bc6f3c4,,,,
e8cd62d9-a575-48bf-a094-ca9ba9332648,virtual-machines-windows,标准,Dv2 系列,D14 v2
